date,hub_id,orders,active_clients,fuel_price,is_weekend,is_festival,demand
2019-05-22,1,918,156,87.27,0,0,1104
2019-05-23,1,907,103,94.95,0,0,1038
2019-05-24,1,914,81,96.54,0,0,980
2019-05-25,1,904,131,93.06,1,0,1203
2019-05-26,1,927,105,92.91,1,0,1127
2019-05-27,1,884,128,99.95,0,0,983
2019-05-28,1,901,138,97.96,0,0,1039
2019-05-29,1,902,150,96.7,0,0,1042
2019-05-30,1,889,142,92.89,0,0,1045
2019-05-31,1,933,104,89.33,0,0,1122
2019-06-01,1,885,88,98.73,1,0,954
2019-06-02,1,926,116,98.98,1,0,1180
2019-06-03,1,879,141,100.03,0,0,1079
2019-06-04,1,861,83,99.91,0,0,883
2019-06-05,1,924,151,93.82,0,0,1037
2019-06-06,1,910,83,108.15,0,0,930
2019-06-07,1,897,109,96.33,0,0,946
2019-06-08,1,886,155,96.05,1,0,1241
2019-06-09,1,899,124,86.9,1,0,1165
2019-06-10,1,853,108,92.37,0,1,1071
2019-06-11,1,854,79,85.37,0,0,912
2019-06-12,1,921,137,83.83,0,0,1054
2019-06-13,1,929,137,93.53,0,0,1018
2019-06-14,1,924,94,108.86,0,0,915
2019-06-15,1,831,143,92.14,1,0,1128
2019-06-16,1,944,156,98.09,1,1,1488
2019-06-17,1,947,119,92.76,0,0,987
2019-06-18,1,940,98,81.53,0,0,969
2019-06-19,1,879,157,89.9,0,0,1063
2019-06-20,1,876,106,95.27,0,0,913
2019-06-21,1,910,131,94.9,0,1,1289
2019-06-22,1,943,102,99.09,1,0,1210
2019-06-23,1,958,158,99.92,1,0,1269
2019-06-24,1,941,114,96.17,0,0,1016
2019-06-25,1,950,99,92.78,0,0,967
2019-06-26,1,883,135,90.14,0,0,1060
2019-06-27,1,863,129,86.84,0,0,1028
2019-06-28,1,913,97,102.12,0,1,1142
2019-06-29,1,884,137,96.05,1,0,1154
2019-06-30,1,848,159,84.14,1,1,1408
2019-07-01,1,926,121,91.48,0,0,1126
2019-07-02,1,879,120,94.21,0,1,1075
2019-07-03,1,938,82,99.07,0,0,950
2019-07-04,1,918,116,100.0,0,0,975
2019-07-05,1,926,149,98.9,0,0,1070
2019-07-06,1,875,103,101.98,1,0,1001
2019-07-07,1,906,149,100.7,1,0,1155
2019-07-08,1,913,140,104.76,0,0,911
2019-07-09,1,899,115,96.18,0,1,1220
2019-07-10,1,873,78,86.44,0,0,929
2019-07-11,1,896,157,85.45,0,1,1310
2019-07-12,1,900,151,106.78,0,0,1022
2019-07-13,1,858,110,99.71,1,0,1069
2019-07-14,1,875,155,94.98,1,0,1104
2019-07-15,1,814,99,101.14,0,0,864
2019-07-16,1,919,115,96.17,0,0,951
2019-07-17,1,920,130,97.11,0,1,1240
2019-07-18,1,941,145,95.36,0,0,1055
2019-07-19,1,916,76,101.3,0,0,889
2019-07-20,1,869,110,94.4,1,0,1142
2019-07-21,1,941,94,105.39,1,0,1144
2019-07-22,1,916,122,88.81,0,0,1000
2019-07-23,1,873,125,89.4,0,0,1026
2019-07-24,1,895,100,101.55,0,1,1137
2019-07-25,1,909,129,100.24,0,0,1055
2019-07-26,1,930,103,101.47,0,0,981
2019-07-27,1,913,72,89.67,1,0,974
2019-07-28,1,913,156,97.41,1,0,1164
2019-07-29,1,879,110,90.78,0,0,955
2019-07-30,1,855,71,81.59,0,0,886
2019-07-31,1,886,74,101.28,0,0,867
2019-08-01,1,944,80,94.72,0,0,985
2019-08-02,1,898,70,106.71,0,0,848
2019-08-03,1,916,97,90.55,1,0,1028
2019-08-04,1,907,148,97.18,1,0,1242
2019-08-05,1,886,128,87.58,0,1,1242
2019-08-06,1,909,126,95.84,0,1,1239
2019-08-07,1,920,92,97.57,0,0,853
2019-08-08,1,984,74,91.26,0,0,1090
2019-08-09,1,902,99,94.69,0,0,967
2019-08-10,1,911,141,92.31,1,0,1177
2019-08-11,1,894,131,100.04,1,0,1216
2019-08-12,1,915,137,104.68,0,0,1054
2019-08-13,1,930,82,100.41,0,0,936
2019-08-14,1,887,158,95.72,0,0,1007
2019-08-15,1,910,158,82.88,0,0,1155
2019-08-16,1,917,141,95.25,0,0,1044
2019-08-17,1,932,117,100.89,1,0,1118
2019-08-18,1,893,84,85.22,1,0,1061
2019-08-19,1,873,90,96.08,0,0,999
2019-08-20,1,892,144,93.48,0,0,1059
2019-08-21,1,880,137,92.2,0,0,994
2019-08-22,1,853,85,96.08,0,0,948
2019-08-23,1,931,143,88.65,0,0,1087
2019-08-24,1,931,125,91.6,1,0,1190
2019-08-25,1,933,91,97.83,1,1,1295
2019-08-26,1,948,111,98.0,0,0,958
2019-08-27,1,938,88,90.69,0,0,1022
2019-08-28,1,909,124,91.59,0,0,1041
2019-08-29,1,871,150,92.88,0,0,1054
2019-08-30,1,893,142,98.35,0,0,969
2019-08-31,1,922,108,90.18,1,0,1204
2019-09-01,1,949,111,97.34,1,0,1205
2019-09-02,1,886,142,101.78,0,0,1103
2019-09-03,1,917,71,95.2,0,0,877
2019-09-04,1,905,136,98.79,0,0,950
2019-09-05,1,899,156,99.17,0,0,1159
2019-09-06,1,894,149,89.06,0,0,1089
2019-09-07,1,877,99,94.88,1,0,1071
2019-09-08,1,854,90,102.28,1,0,1007
2019-09-09,1,928,145,96.79,0,0,1122
2019-09-10,1,892,135,88.58,0,1,1184
2019-09-11,1,897,131,102.86,0,0,1006
2019-09-12,1,908,155,94.96,0,0,1117
2019-09-13,1,892,114,100.32,0,0,854
2019-09-14,1,933,121,98.41,1,0,1177
2019-09-15,1,933,147,92.4,1,1,1381
2019-09-16,1,926,149,94.85,0,0,1122
2019-09-17,1,900,77,88.61,0,0,905
2019-09-18,1,902,100,96.45,0,0,908
2019-09-19,1,915,71,87.74,0,0,955
2019-09-20,1,901,71,93.72,0,1,1176
2019-09-21,1,865,78,91.41,1,0,916
2019-09-22,1,914,73,96.81,1,0,1003
2019-09-23,1,904,105,91.44,0,0,951
2019-09-24,1,904,76,94.23,0,0,964
2019-09-25,1,895,124,97.51,0,0,991
2019-09-26,1,872,127,100.18,0,1,1135
2019-09-27,1,901,122,97.5,0,0,1052
2019-09-28,1,866,124,102.18,1,0,1072
2019-09-29,1,939,121,99.39,1,0,1090
2019-09-30,1,897,71,97.79,0,0,900
2019-10-01,1,892,103,107.94,0,0,905
2019-10-02,1,866,114,94.26,0,0,1001
2019-10-03,1,921,156,93.63,0,0,1097
2019-10-04,1,929,80,90.19,0,1,1218
2019-10-05,1,881,77,102.53,1,0,1010
2019-10-06,1,917,135,98.64,1,0,1224
2019-10-07,1,904,158,93.73,0,0,1073
2019-10-08,1,911,71,91.14,0,0,962
2019-10-09,1,828,80,98.23,0,0,894
2019-10-10,1,897,147,93.57,0,0,1011
2019-10-11,1,902,101,92.1,0,0,949
2019-10-12,1,879,108,87.73,1,0,1140
2019-10-13,1,871,76,97.95,1,0,1032
2019-10-14,1,923,98,90.03,0,0,1029
2019-10-15,1,923,113,87.82,0,0,1015
2019-10-16,1,867,88,83.6,0,0,921
2019-10-17,1,899,77,93.93,0,0,962
2019-10-18,1,907,158,93.75,0,0,1039
2019-10-19,1,905,82,91.91,1,0,995
2019-10-20,1,890,147,96.87,1,0,1174
2019-10-21,1,890,127,99.33,0,0,976
2019-10-22,1,916,106,96.35,0,0,1030
2019-10-23,1,910,86,92.5,0,0,884
2019-10-24,1,920,124,95.76,0,0,989
2019-10-25,1,934,129,104.64,0,0,1113
2019-10-26,1,934,99,93.98,1,1,1288
2019-10-27,1,891,87,97.17,1,0,1010
2019-10-28,1,870,114,99.64,0,0,992
2019-10-29,1,936,116,98.27,0,0,973
2019-10-30,1,920,130,87.48,0,0,1066
2019-10-31,1,963,120,97.57,0,0,1066
2019-11-01,1,961,143,98.08,0,0,1073
2019-11-02,1,839,139,95.6,1,0,1100
2019-11-03,1,976,158,99.37,1,0,1254
2019-11-04,1,882,104,89.14,0,1,1111
2019-11-05,1,928,158,88.58,0,0,1014
2019-11-06,1,852,76,80.45,0,0,927
2019-11-07,1,961,117,88.62,0,0,1068
2019-11-08,1,922,127,100.31,0,0,979
2019-11-09,1,889,81,96.84,1,0,1019
2019-11-10,1,918,140,90.59,1,0,1141
2019-11-11,1,845,112,92.05,0,0,861
2019-11-12,1,896,134,94.5,0,0,980
2019-11-13,1,894,85,93.79,0,0,916
2019-11-14,1,889,129,95.12,0,0,967
2019-11-15,1,869,90,82.2,0,0,923
2019-11-16,1,916,154,86.32,1,0,1219
2019-11-17,1,927,97,95.52,1,0,1129
2019-11-18,1,902,111,100.3,0,1,1169
2019-11-19,1,897,88,92.44,0,0,991
2019-11-20,1,909,110,93.45,0,0,952
2019-11-21,1,868,151,99.59,0,0,1011
2019-11-22,1,947,72,100.0,0,0,919
2019-11-23,1,946,77,92.44,1,0,1085
2019-11-24,1,943,88,107.38,1,0,1024
2019-11-25,1,922,90,94.52,0,0,982
2019-11-26,1,904,72,97.34,0,0,863
2019-11-27,1,888,130,96.17,0,0,986
2019-11-28,1,948,80,96.72,0,0,941
2019-11-29,1,887,145,99.42,0,0,999
2019-11-30,1,924,110,91.61,1,0,1106
2019-12-01,1,936,86,106.66,1,0,986
2019-12-02,1,858,85,89.58,0,0,909
2019-12-03,1,877,89,89.46,0,1,1146
2019-12-04,1,875,94,103.26,0,0,958
2019-12-05,1,948,83,91.98,0,1,1248
2019-12-06,1,869,92,100.16,0,0,920
2019-12-07,1,892,131,91.57,1,0,1070
2019-12-08,1,862,157,91.79,1,0,1153
2019-12-09,1,922,97,98.25,0,0,1012
2019-12-10,1,876,83,98.96,0,0,874
2019-12-11,1,910,83,84.8,0,1,1175
2019-12-12,1,905,110,100.7,0,0,1059
2019-12-13,1,908,119,85.24,0,0,993
2019-12-14,1,950,142,94.62,1,0,1135
2019-12-15,1,919,114,96.14,1,0,1172
2019-12-16,1,946,88,88.28,0,0,984
2019-12-17,1,914,98,102.33,0,0,1043
2019-12-18,1,915,136,99.36,0,0,1004
2019-12-19,1,894,156,95.26,0,0,1147
2019-12-20,1,865,96,95.64,0,1,1090
2019-12-21,1,899,109,93.68,1,0,993
2019-12-22,1,820,118,100.78,1,0,1143
2019-12-23,1,893,131,96.92,0,0,1076
2019-12-24,1,860,86,91.52,0,0,937
2019-12-25,1,829,80,94.89,0,0,900
2019-12-26,1,894,88,92.78,0,0,874
2019-12-27,1,922,114,85.51,0,0,1066
2019-12-28,1,911,118,99.86,1,1,1343
2019-12-29,1,854,151,90.01,1,0,1030
2019-12-30,1,925,84,93.77,0,0,995
2019-12-31,1,951,146,99.85,0,0,1108
2020-01-01,1,904,71,91.33,0,0,927
2020-01-02,1,884,81,98.35,0,0,944
2020-01-03,1,933,92,83.24,0,0,1028
2020-01-04,1,882,114,93.22,1,0,1144
2020-01-05,1,898,136,103.35,1,0,1122
2020-01-06,1,891,93,94.53,0,0,917
2020-01-07,1,903,98,89.21,0,0,943
2020-01-08,1,885,80,102.64,0,1,1066
2020-01-09,1,907,145,87.59,0,0,1035
2020-01-10,1,892,114,95.17,0,0,998
2020-01-11,1,885,119,88.41,1,1,1292
2020-01-12,1,975,106,95.28,1,0,1161
2020-01-13,1,892,98,102.04,0,0,953
2020-01-14,1,905,118,87.84,0,0,1016
2020-01-15,1,921,101,92.4,0,0,1035
2020-01-16,1,907,80,88.31,0,0,971
2020-01-17,1,874,80,93.97,0,0,837
2020-01-18,1,912,93,88.71,1,0,1024
2020-01-19,1,949,105,94.82,1,0,1108
2020-01-20,1,941,116,84.87,0,0,1102
2020-01-21,1,899,89,96.61,0,0,914
2020-01-22,1,940,121,95.11,0,0,1072
2020-01-23,1,897,157,89.57,0,0,1043
2020-01-24,1,934,122,103.18,0,0,981
2020-01-25,1,898,141,101.99,1,0,1136
2020-01-26,1,941,112,106.74,1,0,1112
2020-01-27,1,882,110,101.51,0,0,974
2020-01-28,1,888,140,100.72,0,0,1042
2020-01-29,1,937,70,97.8,0,1,1154
2020-01-30,1,894,73,90.08,0,0,903
2020-01-31,1,920,114,95.64,0,0,997
2020-02-01,1,902,86,97.34,1,0,1087
2020-02-02,1,882,103,85.35,1,0,1041
2020-02-03,1,936,122,99.98,0,0,1020
2020-02-04,1,945,100,103.89,0,0,965
2020-02-05,1,914,121,105.8,0,0,1059
2020-02-06,1,906,148,90.4,0,0,1014
2020-02-07,1,883,100,90.57,0,0,991
2020-02-08,1,920,155,91.24,1,0,1213
2020-02-09,1,934,80,89.85,1,0,1135
2020-02-10,1,945,151,96.25,0,0,1155
2020-02-11,1,860,106,97.34,0,0,920
2020-02-12,1,921,154,89.95,0,0,1114
2020-02-13,1,900,90,88.67,0,0,999
2020-02-14,1,940,97,94.98,0,0,943
2020-02-15,1,927,140,102.62,1,0,1204
2020-02-16,1,941,142,92.62,1,0,1230
2020-02-17,1,893,103,98.89,0,0,988
2020-02-18,1,873,123,95.83,0,0,958
2020-02-19,1,903,123,91.74,0,0,1003
2020-02-20,1,923,94,93.63,0,0,920
2020-02-21,1,918,94,100.48,0,0,907
2020-02-22,1,939,127,95.72,1,0,1246
2020-02-23,1,881,106,85.85,1,1,1216
2020-02-24,1,891,126,95.61,0,0,1077
2020-02-25,1,929,120,95.99,0,0,1027
2020-02-26,1,911,136,85.39,0,0,1013
2020-02-27,1,878,78,100.09,0,1,1172
2020-02-28,1,890,91,100.04,0,0,1021
2020-02-29,1,886,79,97.03,1,0,968
2020-03-01,1,914,97,100.42,1,0,1080
2020-03-02,1,945,126,102.46,0,0,998
2020-03-03,1,895,123,89.99,0,1,1310
2020-03-04,1,849,115,97.73,0,0,925
2020-03-05,1,898,82,108.13,0,0,805
2020-03-06,1,904,102,100.72,0,0,954
2020-03-07,1,894,117,96.72,1,0,1061
2020-03-08,1,910,87,93.69,1,0,989
2020-03-09,1,868,77,97.56,0,0,876
2020-03-10,1,926,108,99.32,0,0,928
2020-03-11,1,877,97,97.78,0,0,951
2020-03-12,1,932,141,100.29,0,0,1040
2020-03-13,1,861,114,100.3,0,0,927
2020-03-14,1,840,104,86.94,1,0,957
2020-03-15,1,916,151,102.47,1,0,1088
2020-03-16,1,819,74,85.84,0,0,839
2020-03-17,1,896,120,85.76,0,0,1106
2020-03-18,1,937,140,93.69,0,0,1020
2020-03-19,1,872,77,86.49,0,0,906
2020-03-20,1,934,93,79.37,0,0,1010
2020-03-21,1,867,73,91.08,1,0,1057
2020-03-22,1,893,138,91.56,1,0,1068
2020-03-23,1,876,139,91.1,0,0,1024
2020-03-24,1,937,110,99.08,0,0,950
2020-03-25,1,881,96,102.16,0,0,870
2020-03-26,1,910,123,99.23,0,0,969
2020-03-27,1,881,128,105.81,0,1,1197
2020-03-28,1,911,86,93.05,1,0,1178
2020-03-29,1,921,134,92.7,1,0,1182
2020-03-30,1,921,84,87.77,0,0,948
2020-03-31,1,882,126,101.52,0,0,1027
2020-04-01,1,868,121,87.21,0,0,918
2020-04-02,1,902,133,90.74,0,0,1125
2020-04-03,1,862,87,99.17,0,0,929
2020-04-04,1,906,75,95.32,1,0,1179
2020-04-05,1,861,75,105.92,1,1,1174
2020-04-06,1,913,137,96.12,0,0,1054
2020-04-07,1,913,147,90.31,0,0,1071
2020-04-08,1,883,81,92.78,0,0,912
2020-04-09,1,942,126,85.87,0,0,1120
2020-04-10,1,918,88,90.96,0,0,945
2020-04-11,1,917,153,95.99,1,0,1196
2020-04-12,1,882,89,104.12,1,0,999
2020-04-13,1,906,75,87.03,0,0,929
2020-04-14,1,888,118,97.05,0,0,914
2020-04-15,1,913,149,94.5,0,0,996
2020-04-16,1,956,98,96.71,0,0,953
2020-04-17,1,881,135,92.59,0,0,1105
2020-04-18,1,909,117,99.87,1,0,1055
2020-04-19,1,966,122,94.2,1,0,1138
2020-04-20,1,918,99,97.34,0,0,903
2020-04-21,1,963,105,85.81,0,1,1269
2020-04-22,1,854,75,103.55,0,0,883
2020-04-23,1,897,142,85.37,0,0,1030
2020-04-24,1,921,119,106.79,0,0,1025
2020-04-25,1,951,116,97.16,1,0,1185
2020-04-26,1,851,85,97.76,1,0,926
2020-04-27,1,882,128,98.0,0,0,1014
2020-04-28,1,845,77,84.94,0,0,876
2020-04-29,1,890,129,101.44,0,0,1114
2020-04-30,1,942,130,93.61,0,0,1134
2020-05-01,1,929,106,114.56,0,0,966
2020-05-02,1,884,146,97.79,1,0,1216
2020-05-03,1,882,148,99.76,1,1,1347
2020-05-04,1,868,154,99.42,0,1,1218
2020-05-05,1,918,116,99.74,0,0,1017
2020-05-06,1,906,125,88.49,0,0,981
2020-05-07,1,972,124,92.04,0,0,1110
2020-05-08,1,948,154,99.25,0,0,1107
2020-05-09,1,918,74,96.85,1,0,932
2020-05-10,1,884,155,92.66,1,0,1254
2020-05-11,1,896,92,90.4,0,0,1018
2020-05-12,1,905,91,103.77,0,0,939
2020-05-13,1,914,79,98.44,0,0,941
2020-05-14,1,840,108,90.98,0,0,868
2020-05-15,1,925,116,101.13,0,0,1109
2020-05-16,1,902,98,103.94,1,0,1036
2020-05-17,1,919,146,98.29,1,0,1294
2020-05-18,1,874,86,97.13,0,0,898
2020-05-19,1,928,122,95.23,0,0,956
2020-05-20,1,913,98,89.56,0,0,1060
2020-05-21,1,936,155,102.47,0,0,1098
2020-05-22,1,933,152,93.57,0,0,1168
2020-05-23,1,931,126,94.78,1,0,1150
2020-05-24,1,937,105,100.09,1,0,1004
2020-05-25,1,827,148,99.72,0,0,827
2020-05-26,1,891,124,99.23,0,1,1264
2020-05-27,1,875,99,102.74,0,0,967
2020-05-28,1,909,94,96.61,0,0,1027
2020-05-29,1,926,127,82.01,0,0,1072
2020-05-30,1,889,78,90.19,1,0,1105
2020-05-31,1,915,90,98.84,1,0,993
2020-06-01,1,895,111,88.8,0,0,1003
2020-06-02,1,939,128,87.47,0,0,1081
2020-06-03,1,919,159,97.28,0,0,1171
2020-06-04,1,919,131,101.65,0,0,1058
2020-06-05,1,934,114,86.47,0,0,1087
2020-06-06,1,916,143,101.24,1,0,1194
2020-06-07,1,927,153,90.82,1,0,1245
2020-06-08,1,878,91,93.86,0,0,844
2020-06-09,1,873,125,87.59,0,1,1249
2020-06-10,1,937,87,106.38,0,0,915
2020-06-11,1,908,143,99.54,0,0,1075
2020-06-12,1,885,99,93.22,0,0,998
2020-06-13,1,863,101,103.01,1,0,1061
2020-06-14,1,892,79,94.23,1,1,1261
2020-06-15,1,892,130,100.31,0,0,1060
2020-06-16,1,899,128,97.21,0,0,904
2020-06-17,1,910,107,94.27,0,0,1038
2020-06-18,1,859,151,102.14,0,0,1066
2020-06-19,1,915,158,95.94,0,0,1062
2020-06-20,1,874,84,102.39,1,0,1092
2020-06-21,1,911,119,98.82,1,0,1117
2020-06-22,1,867,82,89.12,0,0,1050
2020-06-23,1,855,141,95.91,0,0,1031
2020-06-24,1,943,124,96.24,0,0,1083
2020-06-25,1,944,157,98.78,0,0,1069
2020-06-26,1,899,126,99.13,0,0,951
2020-06-27,1,933,81,91.9,1,1,1267
2020-06-28,1,895,119,93.76,1,0,1075
2020-06-29,1,882,153,94.33,0,0,1007
2020-06-30,1,934,129,88.91,0,0,1020
2020-07-01,1,864,131,100.11,0,0,1050
2020-07-02,1,901,129,97.1,0,0,963
2020-07-03,1,895,122,100.49,0,0,960
2020-07-04,1,916,109,106.0,1,0,1135
2020-07-05,1,945,101,96.04,1,1,1270
2020-07-06,1,907,132,105.22,0,0,1009
2020-07-07,1,887,85,96.23,0,0,899
2020-07-08,1,933,150,93.54,0,0,1077
2020-07-09,1,877,123,101.59,0,0,972
2020-07-10,1,938,107,89.65,0,0,1037
2020-07-11,1,883,149,79.56,1,0,1168
2020-07-12,1,946,147,88.37,1,0,1238
2020-07-13,1,917,121,83.89,0,0,1074
2020-07-14,1,925,91,92.84,0,0,994
2020-07-15,1,867,150,94.12,0,0,999
2020-07-16,1,883,92,94.81,0,0,879
2020-07-17,1,926,97,94.58,0,0,1022
2020-07-18,1,927,82,106.64,1,0,980
2020-07-19,1,876,109,91.4,1,0,1021
2020-07-20,1,882,121,92.4,0,0,1001
2020-07-21,1,859,101,90.34,0,0,960
2020-07-22,1,893,111,92.5,0,0,919
2020-07-23,1,908,154,90.61,0,0,1117
2020-07-24,1,877,118,95.59,0,0,1034
2020-07-25,1,914,152,95.55,1,1,1407
2020-07-26,1,924,107,91.35,1,0,1075
2020-07-27,1,888,129,100.95,0,0,1046
2020-07-28,1,905,109,90.08,0,0,925
2020-07-29,1,854,96,86.67,0,0,905
2020-07-30,1,899,93,95.51,0,0,792
2020-07-31,1,884,136,97.8,0,0,1085
2020-08-01,1,879,122,93.83,1,0,1176
2020-08-02,1,885,73,102.63,1,0,961
2020-08-03,1,896,90,91.99,0,0,913
2020-08-04,1,918,107,96.38,0,0,1073
2020-08-05,1,860,157,99.65,0,0,1093
2020-08-06,1,909,137,102.58,0,0,986
2020-08-07,1,893,109,106.38,0,0,962
2020-08-08,1,856,74,97.8,1,1,1202
2020-08-09,1,845,138,96.05,1,0,1055
2020-08-10,1,942,145,95.43,0,0,1078
2020-08-11,1,878,142,85.6,0,0,1052
